document_id,pid,source_filename,checksum_sha256,title,creator,date_text,document_type,archive_reference,page_count,ocr_status,ingestion_status,ingestion_error,chunk_count,ingestion_version,corpus_version,source_uri,source_path,authority_id,archive_record_id,archive_record_pid,asset_id,asset_pid,asset_id_or_asset_pid,metadata_source,access_level,rights_note,rights_owner,rights_holders,copyright_holder,copyright_holder_other,data_rights,data_rights_holder,image_rights,image_rights_holder,current_consent_status,current_consent_scope,consent_evidence_uri,location_repository,location_accession,location_box,box_title,location_note,language_codes,keywords,subjects,extent_number,extent_unit,date_qualifier,normalized_date,date_unknown,page_count_source,media_used_for_ml,use_for_ml,ml_pages,ml_page_scope,ml_annotation,ml_policy_status,ml_exclusion_reason,record_title,record_public_uri
doc_287080879712_e68aa903d7c8,287080879712,40ef4095e7794caf2a7f9c4738468c6308dfe5ffc1fac5a15e458ad486cf7270.pdf,,Design as a dimension of the curriculum report outline,,March 1984,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/40ef4095e7794caf2a7f9c4738468c6308dfe5ffc1fac5a15e458ad486cf7270__pdf_master__v1.pdf,,149,155,014262507600,40ef4095e7794caf2a7f9c4738468c6308dfe5ffc1fac5a15e458ad486cf7270,958320951047,40ef4095e7794caf2a7f9c4738468c6308dfe5ffc1fac5a15e458ad486cf7270,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20717,Design in general education,"AAD/1989/9 Part 1 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Design as a Dimension of the Curriculum', 'Design dimension', 'Design in general education', 'General education', 'Calouste Gulbenkian Foundation', 'Research staff', 'Design pedagogy', 'Occasional papers', 'Case studies', 'Primary education', 'Secondary education', 'Further education', 'Higher education', 'CDT', 'Critical study', 'Problem solving', 'Making as cognitive activity', 'Language of design', 'Design process', 'Assessment and evaluation', 'March 1984']",[],,Report,,198403,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_882f44ba6f5b,287080879712,42e97eb7b0b6187a08edd3ce3cbb6203f50a9c511b298be19ed1fe6291e1e851.pdf,,Ken Baynes covering letter and Design Education Unit new developments proposal,,August 1984,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/42e97eb7b0b6187a08edd3ce3cbb6203f50a9c511b298be19ed1fe6291e1e851__pdf_master__v1.pdf,,149,155,014262507600,42e97eb7b0b6187a08edd3ce3cbb6203f50a9c511b298be19ed1fe6291e1e851,237320073680,42e97eb7b0b6187a08edd3ce3cbb6203f50a9c511b298be19ed1fe6291e1e851,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20717,Design in general education,"AAD/1989/9 Part 1 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Ken Baynes', 'Bruce Archer', 'Christopher Frayling', 'John Miller', 'New Developments 1985/86', 'DEU future planning', 'In-service MA course', 'In-service short courses', 'Research and curriculum development', 'Design education research', 'DES', 'INSET', 'Faculty Board', 'APC', 'AEC', 'Staff roles', 'Research students', 'MA Design Education', 'PhD students', 'Educational development', 'Correspondence', 'August 1984', '1985-86']",[],,,,198408,False,,True,False,,,,excluded_use_for_ml_false,asset_marked_use_for_ml_false,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_1f266fad7f24,287080879712,5d5c71105a9468c651f5dda98bd47d651cfe9584cee0e01480b10ee8780d6386.pdf,,Design Dimension project advisory group papers and project details,,January 1985,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/5d5c71105a9468c651f5dda98bd47d651cfe9584cee0e01480b10ee8780d6386__pdf_master__v1.pdf,,149,155,014262507600,5d5c71105a9468c651f5dda98bd47d651cfe9584cee0e01480b10ee8780d6386,263188297850,5d5c71105a9468c651f5dda98bd47d651cfe9584cee0e01480b10ee8780d6386,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20718,Design in general education,"AAD/1989/9 Part 2 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Design Dimension Project', 'Advisory Group', 'Project details', 'Project papers', 'London Borough of Bromley', 'Design dimension', 'Design in general education', 'Design awareness', 'Design capability', 'Project planning', 'Project governance', 'Educational policy', 'Local education authorities', 'Advisory group papers', 'Meeting papers', 'National curriculum development', '1985']",[],,Report,,198501,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_2f22efdfca12,287080879712,6194e48ec3e05b081b170fa2e04aacea25be4a1a9d5f34e0f98b89700cd3e200.pdf,,Ken Baynes confidential memorandum concerning a proposed School of Cultural Studies,,January 1984,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/6194e48ec3e05b081b170fa2e04aacea25be4a1a9d5f34e0f98b89700cd3e200__pdf_master__v1.pdf,,149,155,014262507600,6194e48ec3e05b081b170fa2e04aacea25be4a1a9d5f34e0f98b89700cd3e200,602781522411,6194e48ec3e05b081b170fa2e04aacea25be4a1a9d5f34e0f98b89700cd3e200,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20717,Design in general education,"AAD/1989/9 Part 1 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Ken Baynes', 'Bruce Archer', 'Chris Frayling', 'Department of Cultural History', 'DCH', 'School of Cultural Studies', 'Design history', 'Design and industry', 'Academic structure', 'College reorganisation', 'RCA administration', 'Departmental merger', 'Funded research', 'Publishing', 'Dissemination', 'Short courses', 'MA courses', 'PhD students', 'Resource planning', 'Administrative resources', 'January 1984', 'Confidential memorandum', 'Handwritten memorandum']",[],,Item,,198401,False,,True,False,,,,excluded_use_for_ml_false,asset_marked_use_for_ml_false,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_dccc59c3f596,287080879712,6aacc7bb62ce4b23f5d02d786d15a3035db5c78b587cd764df3e74a91ad68e41.pdf,,Ken Baynes memo to first-year DEU students on summer term arrangements,,March 1984,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/6aacc7bb62ce4b23f5d02d786d15a3035db5c78b587cd764df3e74a91ad68e41__pdf_master__v1.pdf,,149,155,014262507600,6aacc7bb62ce4b23f5d02d786d15a3035db5c78b587cd764df3e74a91ad68e41,290884632805,6aacc7bb62ce4b23f5d02d786d15a3035db5c78b587cd764df3e74a91ad68e41,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20717,Design in general education,"AAD/1989/9 Part 1 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Ken Baynes', 'First-year students', 'Summer term arrangements', 'Assignment 4', 'Assignment 3', 'Interim assessment', 'Course meeting', 'Open Faculty meeting', 'Department of Cultural History', 'Coursework', 'Dissertation', 'Project work', 'Student seminars', 'Student assessment', 'MA Design Education', 'Tutors', 'Personal projects', 'Course administration', 'March 1984', 'Handwritten memo']",[],,,,198403,False,,True,False,,,,excluded_use_for_ml_false,asset_marked_use_for_ml_false,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_23ba7078a89a,287080879712,73876e511e303a5260d1ef013423c6b4bf95e481889b5252e8e60f5bd72eb2a3.pdf,,Design Dimension Project proposed publications,,January 1985,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/73876e511e303a5260d1ef013423c6b4bf95e481889b5252e8e60f5bd72eb2a3__pdf_master__v1.pdf,,149,155,014262507600,73876e511e303a5260d1ef013423c6b4bf95e481889b5252e8e60f5bd72eb2a3,602243358937,73876e511e303a5260d1ef013423c6b4bf95e481889b5252e8e60f5bd72eb2a3,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20718,Design in general education,"AAD/1989/9 Part 2 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Design Dimension Project', 'Proposed publications', 'Eileen Adams', 'Ken Baynes', 'Bruce Archer', 'Maurice Plaskow', 'Janet Daley', 'Phil Roberts', 'Gulbenkian Foundation', 'Design Education in Schools', 'Working papers', 'Subject papers', 'Case studies', 'Occasional papers', 'Design in schools', 'Design capacity', 'Design as a medium for learning', 'Design Dimension of the Curriculum', 'Teacher education', 'Design awareness', 'Assessment and evaluation', 'Design studies', 'CDT', 'Environmental studies', 'Media studies', 'Information technology', 'Problem solving', 'Modelling', 'Craft experience', 'Communications', 'Primary education', 'January 1985']",[],,Report,,198501,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_2d2284fff49e,287080879712,7beb18238ba0a45073f8691c408c26263ed4b77d0ca762e26d09266d68427ca0.pdf,,"Ken Baynes 'Defining a design dimension of the curriculum' paper for the NSAE conference, Bath",,April 1984,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/7beb18238ba0a45073f8691c408c26263ed4b77d0ca762e26d09266d68427ca0__pdf_master__v1.pdf,,149,155,014262507600,7beb18238ba0a45073f8691c408c26263ed4b77d0ca762e26d09266d68427ca0,529556941497,7beb18238ba0a45073f8691c408c26263ed4b77d0ca762e26d09266d68427ca0,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20717,Design in general education,"AAD/1989/9 Part 1 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Ken Baynes', 'Defining a Design Dimension of the Curriculum', 'Design dimension', 'NSAE Conference', 'Bath', 'Design in general education', 'Art education', 'Design and technology', 'Art and design', 'Curriculum change', 'Secondary education', 'Design awareness', 'General education', 'Art teachers', 'Technology education', 'Educational policy', 'Design pedagogy', 'April 1984']",[],,Report,,198404,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_1629c7788134,287080879712,89bfaa19fbf307e790a5920eda25dc35d9fcab6533b6e05baa8d6e51507f5df5.pdf,,"DEU student course and assessment papers, spring term",,January 1983,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/89bfaa19fbf307e790a5920eda25dc35d9fcab6533b6e05baa8d6e51507f5df5__pdf_master__v1.pdf,,149,155,014262507600,89bfaa19fbf307e790a5920eda25dc35d9fcab6533b6e05baa8d6e51507f5df5,590470399169,89bfaa19fbf307e790a5920eda25dc35d9fcab6533b6e05baa8d6e51507f5df5,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20717,Design in general education,"AAD/1989/9 Part 1 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Phil Roberts', 'Spring Term 1983', 'Wednesday anchor sessions', 'Course work assignments', 'Intermediate assessment', 'Student assessment', 'First-year students', 'MA Design Education', 'Personal projects', 'Design curriculum activity', 'Design discourse', 'Cognitive modelling', 'Design pedagogy', 'Modelling', 'Design capacity', 'Research projects', 'Reading lists', 'Kuhn', 'Popper', 'Polanyi', 'Laudan', 'Curriculum studies', 'Design methods', 'Christopher Jones', 'Dissertations', 'Theses', 'Reports', 'House style', 'Seminars and papers']",[],,Item,,198301,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_ab9f88e59c37,287080879712,929b8eb8f1ace8a670c4be70be3a1f76fcb277f2b1b7afd36a20b6dc2f6a18d6.pdf,,Phil Roberts discussion notes for research methods and design cirriculum studies,,Circa 1980,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/929b8eb8f1ace8a670c4be70be3a1f76fcb277f2b1b7afd36a20b6dc2f6a18d6__pdf_master__v1.pdf,,149,155,014262507600,929b8eb8f1ace8a670c4be70be3a1f76fcb277f2b1b7afd36a20b6dc2f6a18d6,443010986690,929b8eb8f1ace8a670c4be70be3a1f76fcb277f2b1b7afd36a20b6dc2f6a18d6,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20706,Design in general education,AAD/1989/9 Master theses in Design Research; Bala Conf. papers 1980; notes; Research proposals & reports; slides & research notes; Ed. & Science etc. (1 of 4),en-GB,"['Phil Roberts', 'Research methods', 'Design Curriculum Studies', 'Design curriculum', 'Curriculum studies', 'Pedagogic practitioners', 'Mid-career practitioners', 'Practitioner research', 'Practitioner accounts', 'Action research', 'Grounded theory', 'Design activity', 'Human activity', 'Alternative epistemology', 'Design pedagogy', 'Design education theory', 'Educational research', 'Masterâ€™s degree study', 'Research methodology', '1980']",[],,,Circa,1980,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_e20ef929f698,287080879712,95bd6ebc6c2089005bfd52e1a367b1a5f612bbb3b5e4dc718cb5d0e131d3bab6.pdf,,Ken Baynes memorandum concerning DEU/DCH future plans and Department of Trade and Industry commission,,January 1984,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/95bd6ebc6c2089005bfd52e1a367b1a5f612bbb3b5e4dc718cb5d0e131d3bab6__pdf_master__v1.pdf,,149,155,014262507600,95bd6ebc6c2089005bfd52e1a367b1a5f612bbb3b5e4dc718cb5d0e131d3bab6,729887918554,95bd6ebc6c2089005bfd52e1a367b1a5f612bbb3b5e4dc718cb5d0e131d3bab6,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20718,Design in general education,AU.AAD.20718,en-GB,"['Ken Baynes', 'Bruce Archer', 'John Hedgecoe', 'Eileen Adams', 'Maurice Plaskow', 'Janet Daley', 'Chris Frayling', 'Richard Langdon', 'Katharine Owen', 'Department of Cultural History', 'DCH', 'Department of Trade and Industry', 'DTI commission', 'DEU/DCH future plans', 'Travelling curriculum development centre', 'Mobile exhibition', 'Design as a Dimension of the Curriculum', 'General education curriculum', 'Field work', 'Child development research', 'Staffing', 'Faculty Board', 'Academic Estimates Committee', 'RCA administration', 'January 1984', 'Memorandum']",[],,Page,,198401,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_974ecb9d61df,287080879712,979b66f9816fd7f92647cf9b88f3d414b8ab60085a32004c824a778b09316e9b.pdf,,"Phil Roberts paper on design, technical drawing and the craftsman as educational model",,May 1979,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/979b66f9816fd7f92647cf9b88f3d414b8ab60085a32004c824a778b09316e9b__pdf_master__v1.pdf,,149,155,014262507600,979b66f9816fd7f92647cf9b88f3d414b8ab60085a32004c824a778b09316e9b,467400143512,979b66f9816fd7f92647cf9b88f3d414b8ab60085a32004c824a778b09316e9b,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,AU.AAD.20718,,Design in general education,"AAD/1989/9 Part 2 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Phil Roberts', 'Bruce Archer', 'Technical drawing', 'Craftsman as educational model', 'Craft education', 'Craft teaching', 'Design pedagogy', 'Maker', 'Designer', 'Tacit knowledge', 'Knowing how', 'Form-making', 'Making', 'Drawing-board activity', 'Planning', 'Design activity', 'Design process', 'Pre-industrial societies', 'Technologically advanced societies', 'Design curriculum', 'Educational models', 'May 1979']",[],,Item,,197905,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_14c4a9f6818d,287080879712,a3c1c292b8f8417001c891563e0f3e6b7574206cd09aba368f31b214b3273545.pdf,,"A five year programme for design in general education, 2nd draft",,Circa 1980,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/a3c1c292b8f8417001c891563e0f3e6b7574206cd09aba368f31b214b3273545__pdf_master__v1.pdf,,149,155,014262507600,a3c1c292b8f8417001c891563e0f3e6b7574206cd09aba368f31b214b3273545,693867720879,a3c1c292b8f8417001c891563e0f3e6b7574206cd09aba368f31b214b3273545,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20706,Design in general education,AAD/1989/9 Master theses in Design Research; Bala Conf. papers 1980; notes; Research proposals & reports; slides & research notes; Ed. & Science etc. (1 of 4),en-GB,"['Design in general education', 'Five year programme', 'General education', 'Design awareness', 'School curriculum', 'Design pedagogy', 'Design epistemology', 'Professional development', 'Teacher education', 'Art education', 'Environmental education', 'Interdisciplinary curriculum', 'Art and the Built Environment', 'Design Council', 'Schools Council', 'Assessment of Performance Unit', 'Local education authorities', 'Educational policy', '1980', '1980-1985']",[],,Report,Circa,1980,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_bd483ae029d0,287080879712,a6f59bfa77abcf5fe85052979185269cafb7f23089aeec446a6de632769a7810.pdf,,Ken Baynes proposal for redevelopment of the DEU as a national centre for research and developemt in design education,,February 1984,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/a6f59bfa77abcf5fe85052979185269cafb7f23089aeec446a6de632769a7810__pdf_master__v1.pdf,,149,155,014262507600,a6f59bfa77abcf5fe85052979185269cafb7f23089aeec446a6de632769a7810,556252984902,a6f59bfa77abcf5fe85052979185269cafb7f23089aeec446a6de632769a7810,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20717,Design in general education,"AAD/1989/9 Part 1 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Ken Baynes', 'Bruce Archer', 'DDR', 'National Centre for Research and Development in Design Education', 'Design education research', 'Design in general education', 'Art and the Built Environment', 'Design Dimension of the Curriculum', 'MA Design Education', 'Roehampton Institute', 'Institute of Advanced Studies', 'Department of Education and Science', 'Department of Trade and Industry', 'British Leyland', 'London Borough of Bromley', 'Design Council', 'Schools Council', 'Calouste Gulbenkian Foundation', 'Funded research', 'Educational development', 'February 1984']",[],,Report,,198402,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_f1d3b8ea4fcc,287080879712,ab8f56929e000b69a41ff37138050a96ed959ca59eae1bd0d39d74f373a327a4.pdf,,Ken Baynes letter concerning Design Education Unit appointments,,August 1984,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/ab8f56929e000b69a41ff37138050a96ed959ca59eae1bd0d39d74f373a327a4__pdf_master__v1.pdf,,149,155,014262507600,ab8f56929e000b69a41ff37138050a96ed959ca59eae1bd0d39d74f373a327a4,023332561304,ab8f56929e000b69a41ff37138050a96ed959ca59eae1bd0d39d74f373a327a4,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20717,Design in general education,"AAD/1989/9 Part 1 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Ken Baynes', 'Bruce Archer', 'Christopher Frayling', 'John Miller', 'Bob Lord', 'Unit appointments', 'Staff appointments', 'Staffing', 'Academic administration', 'Departmental administration', 'Registrar', 'Bursar', 'RCA administration', 'Staff uncertainty', 'Design education administration', 'August 1984', 'Correspondence']",[],,Page,,198408,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_e60f627e9f68,287080879712,af1b64bd73aa01576ba4671e26c999b061494c6afcdb802f63c97c24217c4bec.pdf,,Ken Baynes handwritten letter to Bruce Archer concerning the future status and leadership of the Design Education Unit,,August 1984,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/af1b64bd73aa01576ba4671e26c999b061494c6afcdb802f63c97c24217c4bec__pdf_master__v1.pdf,,149,155,014262507600,af1b64bd73aa01576ba4671e26c999b061494c6afcdb802f63c97c24217c4bec,180175138619,af1b64bd73aa01576ba4671e26c999b061494c6afcdb802f63c97c24217c4bec,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20717,Design in general education,"AAD/1989/9 Part 1 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Ken Baynes', 'Bruce Archer', 'DEU leadership', 'Future of the DEU', 'Succession planning', 'Departmental leadership', 'Academic careers', 'National centre', 'Design education research', 'Research-based unit', 'DDR', 'Administrative negotiation', 'RCA administration', 'Handwritten letter', 'Correspondence', 'August 1984', 'Unit status', 'Educational development']",[],,Item,,198408,False,,True,False,,,,excluded_use_for_ml_false,asset_marked_use_for_ml_false,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
