document_id,pid,source_filename,checksum_sha256,title,creator,date_text,document_type,archive_reference,page_count,ocr_status,ingestion_status,ingestion_error,chunk_count,ingestion_version,corpus_version,source_uri,source_path,authority_id,archive_record_id,archive_record_pid,asset_id,asset_pid,asset_id_or_asset_pid,metadata_source,access_level,rights_note,rights_owner,rights_holders,copyright_holder,copyright_holder_other,data_rights,data_rights_holder,image_rights,image_rights_holder,current_consent_status,current_consent_scope,consent_evidence_uri,location_repository,location_accession,location_box,box_title,location_note,language_codes,keywords,subjects,extent_number,extent_unit,date_qualifier,normalized_date,date_unknown,page_count_source,media_used_for_ml,use_for_ml,ml_pages,ml_page_scope,ml_annotation,ml_policy_status,ml_exclusion_reason,record_title,record_public_uri
doc_287080879712_63387e05dbce,287080879712,caa5a13d26c939ce21e7f125b48ab5410d73efbd41c0945f3b35f9104884a88d.pdf,,Design Education Unit discussion papers on computers in art and design,,1984,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/caa5a13d26c939ce21e7f125b48ab5410d73efbd41c0945f3b35f9104884a88d__pdf_master__v1.pdf,,149,155,014262507600,caa5a13d26c939ce21e7f125b48ab5410d73efbd41c0945f3b35f9104884a88d,689209818780,caa5a13d26c939ce21e7f125b48ab5410d73efbd41c0945f3b35f9104884a88d,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,AU.AAD.20718,,Design in general education,"AAD/1989/9 Part 2 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Bruce Archer', 'Computers in art and design', 'Computers in design', 'Computer art', 'Computer graphics', 'Computer-aided design', 'Computer-assisted craft', 'Art and design education', 'School examinations', 'Examination boards', 'Syllabuses', 'Assessment criteria', 'Computing skills', 'Computer hardware', 'Computer software', 'Associated Examining Board', 'Discussion group', 'Computer medium', 'Art education', 'Design curriculum', 'November 1984', 'October 1984']",[],,Item,,1984,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_c776e78a6d5b,287080879712,e79dae4491213ed21a4bdca1d6b1778d7974fe2771a89a0bfc5b2da3f9fcb91d.pdf,,"Design Dimension project aims, methods and content paper",,Circa 1985,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/e79dae4491213ed21a4bdca1d6b1778d7974fe2771a89a0bfc5b2da3f9fcb91d__pdf_master__v1.pdf,,149,155,014262507600,e79dae4491213ed21a4bdca1d6b1778d7974fe2771a89a0bfc5b2da3f9fcb91d,109634416345,e79dae4491213ed21a4bdca1d6b1778d7974fe2771a89a0bfc5b2da3f9fcb91d,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20718,Design in general education,"AAD/1989/9 Part 2 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Design Dimension Project', 'Aims methods and content', 'London Borough of Bromley', 'Mobile workshop', 'Resource unit', 'National curriculum development', 'Ken Baynes', 'Bruce Archer', 'Design capability', 'Design awareness', 'Design studies', 'General education', 'School curriculum', 'Primary education', 'Secondary education', 'Further education', 'Higher education', 'Teaching and learning methods', 'Subject interrelationships', 'Design pedagogy', 'Design process', 'Design methods', 'Craft and technology', 'Design faculties', 'In-service courses', 'Educational Policy Group', 'Executive Management Group', 'Industrial sponsorship', 'Local education authorities', '1984', '1985', '1986']",[],,Report,Circa,1985,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_287080879712_0cccf16af62f,287080879712,f7993a64f0789f03036edccd29747c53db280a6565e6c37c3d9bc26c8cb53d03.pdf,,"Summary and recommendations, design in general education, part one",,October 1976,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/287080879712/master/f7993a64f0789f03036edccd29747c53db280a6565e6c37c3d9bc26c8cb53d03__pdf_master__v1.pdf,,149,155,014262507600,f7993a64f0789f03036edccd29747c53db280a6565e6c37c3d9bc26c8cb53d03,891541909442,f7993a64f0789f03036edccd29747c53db280a6565e6c37c3d9bc26c8cb53d03,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20707,Design in general education,"AAD/1989/9 Minute book, Report of visiting committee, Secretary's diary 1986, misc. papers (1-3 of 4)",en-GB,"['Design in general education', 'Summary and recommendations', 'Part one', 'General education', 'Educational policy', 'Design pedagogy', 'School curriculum', 'Design awareness', 'Design activity', 'Teacher education', 'Educational recommendations', 'Department of Education and Science', '1976']",[],,Report,,197610,False,,True,True,,all_pages,,eligible_unrestricted,,Design Education Unit | DEU,https://ddrarchive.org/id/record/014262507600
doc_321843234637_764a8e8c3451,321843234637,3c155ac59db6688d8b4764b51f93ac74d301df926dd809152056ab4702ef69b3.pdf,,"Bruce Archer introductory lecture course outline, 'The designerly approach to knowledge'",,Circa 1983,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/321843234637/master/3c155ac59db6688d8b4764b51f93ac74d301df926dd809152056ab4702ef69b3__pdf_master__v1.pdf,,137,152,989478384551,3c155ac59db6688d8b4764b51f93ac74d301df926dd809152056ab4702ef69b3,595499003453,3c155ac59db6688d8b4764b51f93ac74d301df926dd809152056ab4702ef69b3,archive_graphql.records_v1,,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,AU.AAD.20718,,RCA teaching and learning practice lectures,"AAD/1989/9 Part 2 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Bruce Archer', 'The Designerly Approach to Knowledge', 'Introductory Lecture Course', 'Designerly knowledge', 'Design as knowledge', 'Design theory', 'Design activity', 'Design and language', 'Drawing as design language', 'Graphical representation', 'Cognitive modelling', 'Design and quantification', 'Measurement', 'Qualitative assessment', 'Quantitative assessment', 'Systematic enquiry', 'Scientific enquiry', 'Humanities', 'Design methods', 'Design methodology', 'Design epistemology', 'Design research curriculum', 'Postgraduate education', '1983']",[],,Item,Circa,1983,False,,True,True,,all_pages,,eligible_unrestricted,,DDR teaching and learning practice lectures,https://ddrarchive.org/id/record/989478384551
doc_321843234637_3dafa63de05f,321843234637,491fdbf612455d205b8c3d5fbff488cdc69b256e2fd5095d8317917683b874fc.pdf,,"A scientific framework for understanding design, George Mallen",,September 1979,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/321843234637/master/491fdbf612455d205b8c3d5fbff488cdc69b256e2fd5095d8317917683b874fc__pdf_master__v1.pdf,,137,152,989478384551,491fdbf612455d205b8c3d5fbff488cdc69b256e2fd5095d8317917683b874fc,359001684832,491fdbf612455d205b8c3d5fbff488cdc69b256e2fd5095d8317917683b874fc,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,,,,V&A East Storehouse Art and Design Archives,AU.AAD.20747,,RCA teaching and learning practice lectures,"AAD/1989/9 Teaching: Student, info, courses etc. 1975-1977 Box 19",en-GB,"['George Mallen', 'Scientific framework', 'Understanding design', 'Design theory', 'Research methodology', 'Design activity', 'Cognitive models', 'Systems theory', '1979']",[],,,,197909,False,,True,True,,all_pages,,eligible_unrestricted,,DDR teaching and learning practice lectures,https://ddrarchive.org/id/record/989478384551
doc_321843234637_b514872d126c,321843234637,7903ef10cbf52e1b4d3377845e6544484c0b05374f73bc90cf7557d191b2977d.pdf,,Computers in design course notes,,March 1976,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/321843234637/master/7903ef10cbf52e1b4d3377845e6544484c0b05374f73bc90cf7557d191b2977d__pdf_master__v1.pdf,,137,152,989478384551,7903ef10cbf52e1b4d3377845e6544484c0b05374f73bc90cf7557d191b2977d,094896213245,7903ef10cbf52e1b4d3377845e6544484c0b05374f73bc90cf7557d191b2977d,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,,,,V&A East Storehouse Art and Design Archives,AU.AAD.20747,,RCA teaching and learning practice lectures,"AAD/1989/9 Teaching: Student, info, courses etc. 1975-1977 Box 19",en-GB,"['Computers in design', 'Course notes', 'Computer-aided design', 'Computer applications', 'Design education', 'Teaching materials', 'March 1976', 'Course 102/N/2', 'Computing in design']",[],,,,197603,False,,True,True,,all_pages,,eligible_unrestricted,,DDR teaching and learning practice lectures,https://ddrarchive.org/id/record/989478384551
doc_321843234637_ce936558310b,321843234637,c7cf4b3691920a0cddca1d891faa07d0ea9eb9137f55d8150728b07fae866344.pdf,,"A scientific framework for understanding design, George Mallen",,September 1979,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/321843234637/master/c7cf4b3691920a0cddca1d891faa07d0ea9eb9137f55d8150728b07fae866344__pdf_master__v1.pdf,,137,152,989478384551,c7cf4b3691920a0cddca1d891faa07d0ea9eb9137f55d8150728b07fae866344,520375043329,c7cf4b3691920a0cddca1d891faa07d0ea9eb9137f55d8150728b07fae866344,archive_graphql.records_v1,,The Board and Trustees of the Victoria and Albert Museum,V&A,The Board and Trustees of the Victoria and Albert Museum,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,The Board and Trustees of the Victoria and Albert Museum,,,,V&A East Storehouse Art and Design Archives,AU.AAD.20747,,RCA teaching and learning practice lectures,"AAD/1989/9 Teaching: Student, info, courses etc. 1975-1977 Box 19",en-GB,"['George Mallen', 'Scientific framework', 'Understanding design', 'Design theory', 'Research methodology', 'Design activity', 'Cognitive models', 'Systems theory', '1979']",[],,Box,,197909,False,,True,True,,all_pages,,eligible_unrestricted,,DDR teaching and learning practice lectures,https://ddrarchive.org/id/record/989478384551
doc_338541406157_3c95cfa4ad23,338541406157,0359fe3564fb41ef785b138ddee084a56e1b904513267ed3510db0187a2a2ad8.pdf,,"Paper for Imperial Chemical Industries on learning curves, entropy and cybernetics in business modelling",,February 1981,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/0359fe3564fb41ef785b138ddee084a56e1b904513267ed3510db0187a2a2ad8__pdf_master__v1.pdf,,120,127,873981573030,0359fe3564fb41ef785b138ddee084a56e1b904513267ed3510db0187a2a2ad8,721621453325,0359fe3564fb41ef785b138ddee084a56e1b904513267ed3510db0187a2a2ad8,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20717,Bruce Archer papers,"AAD/1989/9 Part 1 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Imperial Chemical Industries', 'Bruce Archer', 'Learning curves', 'Entropy', 'Cybernetics', 'Business modelling', 'Business forecasting', 'Manufacturing progress', 'Experience curves', 'Information theory', 'Viable systems', 'Homeostasis', 'Negative feedback', 'Positive feedback', 'Requisite variety', 'Stafford Beer', 'W Ross Ashby', 'Systems theory', 'Organisational change']",[],,Report,,198102,False,,True,True,,all_pages,,eligible_unrestricted,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_c12bf4363463,338541406157,1476a4badf161b3d7b0c9ccc3b55479aff97cf4c6f282688f3c1b69543f269ab.pdf,,Bruce Archer handout 'A characteristic programme for product development,,Circa 1981,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/1476a4badf161b3d7b0c9ccc3b55479aff97cf4c6f282688f3c1b69543f269ab__pdf_master__v1.pdf,,120,127,873981573030,1476a4badf161b3d7b0c9ccc3b55479aff97cf4c6f282688f3c1b69543f269ab,451967247044,1476a4badf161b3d7b0c9ccc3b55479aff97cf4c6f282688f3c1b69543f269ab,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,,,,V&A East Storehouse Art and Design Archives,AU.AAD.20719,,Bruce Archer papers,"AAD/1989/9 Part 3 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['Characteristic programme for product development', 'Bruce Archer', 'Product development', 'Project planning', 'Policy formulation', 'Preliminary research', 'Feasibility study', 'Design development', 'Prototype development', 'Programme gates', 'Investment analysis', 'Risk analysis', 'Production planning', 'Tooling', 'Marketing preparation', 'Production and sales']",[],,Item,Circa,1981,False,,True,True,,all_pages,,eligible_unrestricted,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_30a4669bc03d,338541406157,179e32df37e64a76e351fa88018bea6f08c0f133b8496c1246c2c77d2caee299.pdf,,"A general model of the designing, making and testing process",,Circa 1976,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/179e32df37e64a76e351fa88018bea6f08c0f133b8496c1246c2c77d2caee299__pdf_master__v1.pdf,,120,127,873981573030,179e32df37e64a76e351fa88018bea6f08c0f133b8496c1246c2c77d2caee299,476447008358,179e32df37e64a76e351fa88018bea6f08c0f133b8496c1246c2c77d2caee299,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,,,,V&A East Storehouse Art and Design Archives,AU.AAD.20718,,Bruce Archer papers,"AAD/1989/9 Part 2 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['General model', 'Designing process', 'Making process', 'Testing process', 'Bruce Archer', 'Requirement-provision fit', 'Design model', 'Product development', 'Iterative design', 'Project model', 'Problem model', 'Evaluation', 'Design activity', 'Design theory', 'Model construction', 'Design process diagram']",[],,Item,Circa,1976,False,,True,True,,all_pages,,eligible_unrestricted,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_15ef98daa711,338541406157,19f20667a1b0095074a5fd212a861f66cf8a7f0c489f232541cbd9039a58dab7.pdf,,Inter-university institute of design research,,May 1985,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/19f20667a1b0095074a5fd212a861f66cf8a7f0c489f232541cbd9039a58dab7__pdf_master__v1.pdf,,120,127,873981573030,19f20667a1b0095074a5fd212a861f66cf8a7f0c489f232541cbd9039a58dab7,266939971608,19f20667a1b0095074a5fd212a861f66cf8a7f0c489f232541cbd9039a58dab7,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,,,,V&A East Storehouse Art and Design Archives,,Inter-university institute of design research,Bruce Archer papers,AAD/1989/9 Master theses in Design Research; Bala Conf. papers 1980; notes; Research proposals & reports; slides & research notes; Ed. & Science etc. (1 of 4),en-GB,"['Inter-University Institute of Design Research', 'Bruce Archer', 'Industrial innovation', 'University-industry collaboration', 'Government policy', 'Design methods', 'Design management', 'Information technology', 'Knowledge-based design', 'Engineering design', 'Design policy', 'Research students', 'Research funding', 'Design Research Society', 'Interdisciplinary research']",[],,Report,,198505,False,,True,True,,all_pages,,eligible_unrestricted,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_3355b11af2f5,338541406157,2b4a47bf96f063dccc7ac14df3fc312087bbf5e45676ec1cf7d5031a76fe646e.pdf,,Electrohome lectures,,1973,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/2b4a47bf96f063dccc7ac14df3fc312087bbf5e45676ec1cf7d5031a76fe646e__pdf_master__v1.pdf,,120,127,873981573030,2b4a47bf96f063dccc7ac14df3fc312087bbf5e45676ec1cf7d5031a76fe646e,189920516705,2b4a47bf96f063dccc7ac14df3fc312087bbf5e45676ec1cf7d5031a76fe646e,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,Royal College of Art,Royal College of Art,Royal College of Art,Royal College of Art,,,,RCA Special Collections,,,Bruce Archer papers,L Bruce Archer archive,en-GB,"['L Bruce Archer', 'Electrohome lectures', 'Design lectures', 'Design theory', 'Design methodology', 'Industrial Design', 'Product design', 'Teaching materials', '1973']",[],,,,1973,False,,True,True,,all_pages,,eligible_unrestricted,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_c2a7467fd187,338541406157,2d6cbe9a312d6107d2db4865e56247d84c55e1da5cb31d2cdd0e4a8820b0f97c.pdf,,Annotated speaker notes for ICED85  Hamburg,,Circa 1985,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/2d6cbe9a312d6107d2db4865e56247d84c55e1da5cb31d2cdd0e4a8820b0f97c__pdf_master__v1.pdf,,120,127,873981573030,2d6cbe9a312d6107d2db4865e56247d84c55e1da5cb31d2cdd0e4a8820b0f97c,168981593514,2d6cbe9a312d6107d2db4865e56247d84c55e1da5cb31d2cdd0e4a8820b0f97c,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20706,Bruce Archer papers,AAD/1989/9 Master theses in Design Research; Bala Conf. papers 1980; notes; Research proposals & reports; slides & research notes; Ed. & Science etc. (1 of 4),en-GB,"['Product development draft', 'Bruce Archer', 'Designing and manufacturing process', 'Requirement-provision concept', 'Product development programme', 'Policy formulation', 'Preliminary research', 'Feasibility study', 'Prototype development', 'Trading study', 'Production plann']",[],,Sheet,Circa,1985,False,,True,False,,,,excluded_use_for_ml_false,asset_marked_use_for_ml_false,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_d55a4a64a6df,338541406157,308e67089fda8f54fd8e9e0a4dba7e054208e78ad7c49052eaa3ee72773250b9__pdf_master__v1.pdf,,Systematic method for designers reprint with additional material,,Circa 1965,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/87/master/308e67089fda8f54fd8e9e0a4dba7e054208e78ad7c49052eaa3ee72773250b9__pdf_master__v1.pdf,,120,127,873981573030,308e67089fda8f54fd8e9e0a4dba7e054208e78ad7c49052eaa3ee72773250b9,947567606659,308e67089fda8f54fd8e9e0a4dba7e054208e78ad7c49052eaa3ee72773250b9,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,Royal College of Art,Royal College of Art,Royal College of Art,Royal College of Art,,,,RCA Special Collections,,,Bruce Archer papers,L Bruce Archer archive,en-GB,"['L Bruce Archer', 'Systematic Method for Designers', 'Design methods', 'Systematic design', 'Design methodology', 'Design process', 'Design theory', 'Industrial Design', 'Operational research', '1960s design methods']",[],,,Circa,1965,False,,True,True,,all_pages,,eligible_unrestricted,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_908ca994a9f9,338541406157,45ce1801a5064c730f70d1f8f77f4cbf7b83b13f6d6d659cd998e6b7f3a164bd.pdf,,"The international implications of design committee paper, IDAC",,August 1980,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/45ce1801a5064c730f70d1f8f77f4cbf7b83b13f6d6d659cd998e6b7f3a164bd__pdf_master__v1.pdf,,120,127,873981573030,45ce1801a5064c730f70d1f8f77f4cbf7b83b13f6d6d659cd998e6b7f3a164bd,483607043008,45ce1801a5064c730f70d1f8f77f4cbf7b83b13f6d6d659cd998e6b7f3a164bd,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20706,Bruce Archer papers,AAD/1989/9 Master theses in Design Research; Bala Conf. papers 1980; notes; Research proposals & reports; slides & research notes; Ed. & Science etc. (1 of 4),en-GB,"['IDAC', 'International implications of design', 'Design Council', 'Design Index', 'British industrial products', 'Design promotion', 'Industrial design consultants', 'International design policy', 'UK manufacturing', 'Design advisory service', 'Design awards', 'Design Centre', 'Overseas markets', 'Design policy', 'British design']",[],,Report,,198008,False,,True,True,,all_pages,,eligible_unrestricted,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_ba2e3cef8801,338541406157,61d4f5e89f88a5f625f73896a34c72097b396e9b17360391cfb092934b3070c1.pdf,,Bruce Archer  paper 'How designers design',,Circa 1984,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/61d4f5e89f88a5f625f73896a34c72097b396e9b17360391cfb092934b3070c1__pdf_master__v1.pdf,,120,127,873981573030,61d4f5e89f88a5f625f73896a34c72097b396e9b17360391cfb092934b3070c1,165684415676,61d4f5e89f88a5f625f73896a34c72097b396e9b17360391cfb092934b3070c1,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,,,,V&A East Storehouse Art and Design Archives,,AU.AAD.20718,Bruce Archer papers,"AAD/1989/9 Part 2 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['How designers design', 'Bruce Archer', 'Design process', 'Design methodology', 'Design thinking', 'Design cognition', 'Problem solving', 'Design methods', 'Industrial Design', 'Product development', 'External representations', 'Model-based design', 'Design theory']",[],,Report,Circa,1984,False,,True,True,,all_pages,,eligible_unrestricted,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_f917b97b59fb,338541406157,b04c2fda0efc13ba8e0b6e43aa40c16db0026666b9fca35fba2b40eaa75fb835.pdf,,Bruce Archer ICED85 diagram paste-up material on the designer’s levels of concern,,Circa 1985,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_f40d78dbce52,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/b04c2fda0efc13ba8e0b6e43aa40c16db0026666b9fca35fba2b40eaa75fb835__pdf_master__v1.pdf,,120,127,873981573030,b04c2fda0efc13ba8e0b6e43aa40c16db0026666b9fca35fba2b40eaa75fb835,462588932094,b04c2fda0efc13ba8e0b6e43aa40c16db0026666b9fca35fba2b40eaa75fb835,archive_graphql.records_v1,,Royal College of Art,V&A,Royal College of Art,Copyright © Royal College of Art,,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,The Board and Trustees of the Victoria and Albert Museum,Royal College of Art,,,,V&A East Storehouse Art and Design Archives,AU.AAD.20719,,Bruce Archer papers,"AAD/1989/9 Part 3 of 3 Incomplete collection of students' theses, conference proceedings, policy papers & Bruce Archer's Lecture Notes (1961-1982)",en-GB,"['ICED85 paste-up material', 'Designerâ€™s levels of concern', 'Bruce Archer', 'Design model', 'Activity model', 'Problem model', 'Requirement information', 'Provision information', 'Requirement-provision fit', 'Information manipulation', 'Project concern', 'Product concern', 'Problem concern', 'Activity planning', 'Obstruction removal', 'Design development', 'Conference diagram']",[],,Folder,Circa,1985,False,,True,True,,all_pages,,eligible_unrestricted,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
