document_id,pid,source_filename,checksum_sha256,title,creator,date_text,document_type,archive_reference,page_count,ocr_status,ingestion_status,ingestion_error,chunk_count,ingestion_version,corpus_version,source_uri,source_path,authority_id,archive_record_id,archive_record_pid,metadata_source,access_level,rights_note,ml_pages,ml_annotation,record_title,record_public_uri
doc_338541406157_698775ce331c,338541406157,61d4f5e89f88a5f625f73896a34c72097b396e9b17360391cfb092934b3070c1.pdf,,Bruce Archer  paper 'How designers design',,Circa 1965,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/61d4f5e89f88a5f625f73896a34c72097b396e9b17360391cfb092934b3070c1__pdf_master__v1.pdf,,120,127,873981573030,archive_graphql.records_v1,,Royal College of Art,,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_95ab448f04fe,338541406157,b04c2fda0efc13ba8e0b6e43aa40c16db0026666b9fca35fba2b40eaa75fb835.pdf,,Bruce Archer ICED85 diagram paste-up material on the designer’s levels of concern,,Circa 1965,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/b04c2fda0efc13ba8e0b6e43aa40c16db0026666b9fca35fba2b40eaa75fb835__pdf_master__v1.pdf,,120,127,873981573030,archive_graphql.records_v1,,Royal College of Art,,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_12a73c7c40c0,338541406157,b4bff95f2c04ea13ae922d457cc02f4b837ce42484006e7a7bd1db46ee895f29.pdf,,Confidential minutes of a secondary education working party meeting,,Circa 1965,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/b4bff95f2c04ea13ae922d457cc02f4b837ce42484006e7a7bd1db46ee895f29__pdf_master__v1.pdf,,120,127,873981573030,archive_graphql.records_v1,,Royal College of Art,,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_38587081bb78,338541406157,c6614b78f1365a675bd836d010918bc969d2c1ad072f606060a52f5aa8fc94e2.pdf,,Bruce Archer draft on product development and the designing and manufacturing process,,Circa 1965,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/c6614b78f1365a675bd836d010918bc969d2c1ad072f606060a52f5aa8fc94e2__pdf_master__v1.pdf,,120,127,873981573030,archive_graphql.records_v1,,Royal College of Art,,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_13f71327a1a7,338541406157,cf66faa2e693ca4c11712fcfeca4544a8b1922f5e1f1841ce7d5afeb5df94e4a.pdf,,Overhead transparency of Bruce Archer’s Fig. 5 taxonomy diagram for 'Time for a revolution in art and design education',,Circa 1965,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/cf66faa2e693ca4c11712fcfeca4544a8b1922f5e1f1841ce7d5afeb5df94e4a__pdf_master__v1.pdf,,120,127,873981573030,archive_graphql.records_v1,,Royal College of Art,,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_338541406157_3a0fca6cf7c5,338541406157,d669db9ecef5f9f6c779e199601e04eec3c112c677321259d6fd5c14c5be15a5.pdf,,Bruce Archer paper 'An introduction to design research',,Circa 1965,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/338541406157/master/d669db9ecef5f9f6c779e199601e04eec3c112c677321259d6fd5c14c5be15a5__pdf_master__v1.pdf,,120,127,873981573030,archive_graphql.records_v1,,Royal College of Art,,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_372485250570_fad039a0c66d,372485250570,c25d8ac34f81eaece1370f2f888f26e64590e73180f4bba0707ed4327b85ff66.pdf,,Signed senate motion concerning appointment of Dean and implementation of the Archer report,,November 1980,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/372485250570/master/c25d8ac34f81eaece1370f2f888f26e64590e73180f4bba0707ed4327b85ff66__pdf_master__v1.pdf,,195,194,197049175170,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,,,RCA institutional history,https://ddrarchive.org/id/record/197049175170
doc_404613335296_fec355861871,404613335296,326075798e9d480c7082904ec70a2797db1765ee693a16c0d055c8486d870d9b.pdf,,Biography,,April 1970,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/581013835776/master/326075798e9d480c7082904ec70a2797db1765ee693a16c0d055c8486d870d9b__pdf_master__v1.pdf,,130,126,451248821104,archive_graphql.records_v1,Internal,Royal College of Art,,,Kenneth Agnew collection,https://ddrarchive.org/id/record/451248821104
doc_404613335296_b913a1b3068e,404613335296,4797fa4fa140c398261b2a43431661e757546c64ca9d5ca0ee5d3744c444a639.pdf,,Development of mobile toilets draft,,April 1970,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/581013835776/master/4797fa4fa140c398261b2a43431661e757546c64ca9d5ca0ee5d3744c444a639__pdf_master__v1.pdf,,130,126,451248821104,archive_graphql.records_v1,Internal,Royal College of Art,,,Kenneth Agnew collection,https://ddrarchive.org/id/record/451248821104
doc_404613335296_d2f705a4c353,404613335296,657023d4f2860af7121535360c24456daf58d79834cc13e02c6faacc5d1c8cac.pdf,,Handwritten notes on the construction of a toilet,,April 1970,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/581013835776/master/657023d4f2860af7121535360c24456daf58d79834cc13e02c6faacc5d1c8cac__pdf_master__v1.pdf,,130,126,451248821104,archive_graphql.records_v1,Internal,Royal College of Art,,,Kenneth Agnew collection,https://ddrarchive.org/id/record/451248821104
doc_404613335296_84502befc6e2,404613335296,d5e31e794e954da2104c84bbb92104176a0110d62cf0569e70e6cb415134cc1e.pdf,,Termination of employment letter,,April 1970,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/581013835776/master/d5e31e794e954da2104c84bbb92104176a0110d62cf0569e70e6cb415134cc1e__pdf_master__v1.pdf,,130,126,451248821104,archive_graphql.records_v1,Internal,Royal College of Art,,,Kenneth Agnew collection,https://ddrarchive.org/id/record/451248821104
doc_413217298959_041696d569cb,413217298959,2d915fd74604f93b8d229427b02c6fdb862e1db8ff08b7671389c15fa8e66980.pdf,,"Job 181 | The analysis and synthesis of internal representations of an architectural design problem, DDR 181/62",,March 1979,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/413217298959/master/2d915fd74604f93b8d229427b02c6fdb862e1db8ff08b7671389c15fa8e66980__pdf_master__v1.pdf,,174,184,511010510951,archive_graphql.records_v1,Internal,Royal College of Art,,,Job 181 | The analysis and synthesis of internal representations of an architectural design problem,https://ddrarchive.org/id/record/511010510951
doc_512813169945_877caf05a0ba,512813169945,742b68b6377ac4e1e28a2d15b33e96d8990408c161a01db77dbc542a4f040d08.pdf,,The management of design course report,,March 1976,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/512813169945/master/742b68b6377ac4e1e28a2d15b33e96d8990408c161a01db77dbc542a4f040d08__pdf_master__v1.pdf,,150,138,130433286272,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,,,Management learning and development,https://ddrarchive.org/id/record/130433286272
doc_521129471965_cec245a8b66c,521129471965,014a6a4252a32d57bbba1064638776ce544760adc1a2de5c6d26b5c6800700bd__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/014a6a4252a32d57bbba1064638776ce544760adc1a2de5c6d26b5c6800700bd__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,"19-20, 22-23",,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_2fc3d874c5e3,521129471965,09472f6e070663bdf9f03883775cfbd0045be963d7baaf1827f056ad3439bb37__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/09472f6e070663bdf9f03883775cfbd0045be963d7baaf1827f056ad3439bb37__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,"4,9, 17-19",,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_75ea7c1673b0,521129471965,1743cb151134d784271501e09d84d62efa554ab5e5e803eea2f62b8d13a9c833__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/1743cb151134d784271501e09d84d62efa554ab5e5e803eea2f62b8d13a9c833__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,22-25,"""relevant_pages"": [12, 13],",RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_5f8973b78a1b,521129471965,190ba63d580cf153217270f1eef55adfa44bb34dee65710fac6d4a14122a0b3a__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/190ba63d580cf153217270f1eef55adfa44bb34dee65710fac6d4a14122a0b3a__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,"10, 23-24",,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_4869a7431c12,521129471965,1da2e231b8aaba9dea6cbec1406736fbb15adf59f68b0d7213a5017e51a4bba9__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/1da2e231b8aaba9dea6cbec1406736fbb15adf59f68b0d7213a5017e51a4bba9__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,"4, 19-22",,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_103d7aacc843,521129471965,332289f9678ec9581960ebf373bb8b26613ca9bbe40a3ac08c8770f8bce1cafd__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/332289f9678ec9581960ebf373bb8b26613ca9bbe40a3ac08c8770f8bce1cafd__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,8-9,,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_e5b525d6bb49,521129471965,3b3a30e3c154f8312ee00b220dd932a95b9e30c8ee958999f09fc24dfbedd5b1__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/3b3a30e3c154f8312ee00b220dd932a95b9e30c8ee958999f09fc24dfbedd5b1__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,6-7,,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_e09fc542e58c,521129471965,57f0c33fbce50c3c5298dddb0d5b5a808f221e73b5549ae1ec569ef082d8fe55__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/57f0c33fbce50c3c5298dddb0d5b5a808f221e73b5549ae1ec569ef082d8fe55__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,4-5,,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_8b881916adea,521129471965,5cf681e8bb31cddcad43a787dc6f9e1a5557ecc5c1f742c3c96b6efe8e1f7e48__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/5cf681e8bb31cddcad43a787dc6f9e1a5557ecc5c1f742c3c96b6efe8e1f7e48__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,12-14,,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_2abda5d731ab,521129471965,66ff922c7b81420ff1b629e8fce052eb0850368386167133355830be89266b5a__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/66ff922c7b81420ff1b629e8fce052eb0850368386167133355830be89266b5a__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,"11-12, 20, 26-27, 28",,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_dfefbdcf7e3d,521129471965,8b76ffd06d443cae617e24580f74adc491f648b6b9d0764092c65ee1f9c417b0__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/8b76ffd06d443cae617e24580f74adc491f648b6b9d0764092c65ee1f9c417b0__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,"3-4, 36-37",,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_c84ff3e8363d,521129471965,ae465fcd6358e205e9f98ec02463e67f12458ad0323dbb0e4e5872b86b983428__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/ae465fcd6358e205e9f98ec02463e67f12458ad0323dbb0e4e5872b86b983428__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,10,,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_7fc96de82643,521129471965,be181a8811303755230d137a9ffe9858bceba45552a04f38fd17ad164a4bbfd4__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/be181a8811303755230d137a9ffe9858bceba45552a04f38fd17ad164a4bbfd4__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,17-19,,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_29d7e5fc5596,521129471965,da8086a710feabca1b3957abde4755a03614ab2f0951a5a2f9be37706c61cdcc__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/da8086a710feabca1b3957abde4755a03614ab2f0951a5a2f9be37706c61cdcc__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,10-11,,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_2a7a4222e722,521129471965,e4979bff7bd177b62a46a433fc192f159bb0e3a3258379aeddca4e53b0452bdb__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/e4979bff7bd177b62a46a433fc192f159bb0e3a3258379aeddca4e53b0452bdb__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,"11, 21-24",,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_521129471965_66e9c166f296,521129471965,f95bff86937784d911b179d3eb963a49750a72cfa3263e4b8b0c02810ee750ba__pdf_master__v1.pdf,,Rector's report,,1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/83/master/f95bff86937784d911b179d3eb963a49750a72cfa3263e4b8b0c02810ee750ba__pdf_master__v1.pdf,,124,123,788065484899,archive_graphql.records_v1,,Royal College of Art,"3, 10, 24-27, 46",,RCA Rector's reports | 1967-85,https://ddrarchive.org/id/record/788065484899
doc_546216480663_bad947017076,546216480663,336f15af38296859e6de7feedce629489a824bc35f508636e73000af0dd8dcaa.pdf,,"Job 170 | Design analysis project, report number 108.1",,December 1973,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/546216480663/master/336f15af38296859e6de7feedce629489a824bc35f508636e73000af0dd8dcaa__pdf_master__v1.pdf,,160,179,637362423718,archive_graphql.records_v1,Internal,Royal College of Art,,,Job 170 | Analysis of architectural design activity in a working environment,https://ddrarchive.org/id/record/637362423718
doc_546216480663_b7b6bdde861b,546216480663,c5c961acd2c4916eb704f43a7bcdd74a1563ccc6b923dc60a817ef195b52e95e.pdf,,"Job 170 | Design analysis project, report number 108.2",,December 1973,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/546216480663/master/c5c961acd2c4916eb704f43a7bcdd74a1563ccc6b923dc60a817ef195b52e95e__pdf_master__v1.pdf,,160,179,637362423718,archive_graphql.records_v1,Internal,Royal College of Art,,,Job 170 | Analysis of architectural design activity in a working environment,https://ddrarchive.org/id/record/637362423718
doc_546216480663_19b1c89da51d,546216480663,c7d51dc4df10dfc875bf7aea25be1ad5d9988a301b99144fe2b98fe416e54165.pdf,,"Job 170 | Design analysis project, report number 108.3",,December 1973,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/546216480663/master/c7d51dc4df10dfc875bf7aea25be1ad5d9988a301b99144fe2b98fe416e54165__pdf_master__v1.pdf,,160,179,637362423718,archive_graphql.records_v1,Internal,Royal College of Art,,,Job 170 | Analysis of architectural design activity in a working environment,https://ddrarchive.org/id/record/637362423718
doc_546216480663_fff82c2ad303,546216480663,d1c37b4f7aad8fe20367529764540e8bf44e78bce6dff5fa9138c6e019073de8.pdf,,"Job 170 | Design analysis project, report number 108.4",,December 1973,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/546216480663/master/d1c37b4f7aad8fe20367529764540e8bf44e78bce6dff5fa9138c6e019073de8__pdf_master__v1.pdf,,160,179,637362423718,archive_graphql.records_v1,Internal,Royal College of Art,,,Job 170 | Analysis of architectural design activity in a working environment,https://ddrarchive.org/id/record/637362423718
doc_752233114549_28f2457c1c1e,752233114549,4c47ea8bf89ed5846df28a2db45c0a3e073f861221e992416c94413f70b7b0a1.pdf,,DDR and DEU staff curriculum vitae,,December 1980,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/752233114549/master/4c47ea8bf89ed5846df28a2db45c0a3e073f861221e992416c94413f70b7b0a1__pdf_master__v1.pdf,,192,193,575201988070,archive_graphql.records_v1,Internal,The Board and Trustees of the Victoria and Albert Museum,,,DDR administration,https://ddrarchive.org/id/record/575201988070
doc_767973606400_ff7d7d828024,767973606400,872dbebba88feb7cd748dcfa04c787f0a2f2e6cfd487449b7abe5b20a19a95c5.pdf,,"Job 97 | Study of the feasibility of a computer-aided architectural design system for a consortium of local authorities, report number 97.4",,October 1973,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/767973606400/master/872dbebba88feb7cd748dcfa04c787f0a2f2e6cfd487449b7abe5b20a19a95c5__pdf_master__v1.pdf,,169,180,227146885618,archive_graphql.records_v1,Internal,Royal College of Art,,,Job 97 | Study of the feasibility of a computer-aided architectural design system for a consortium of local authorities,https://ddrarchive.org/id/record/227146885618
doc_776743677097_04187d1454e4,776743677097,0e9da621c985bb4f8d0f5fcc29e59b97376cdad744a0c50b4e03899d51566453.pdf,,"Job 175 | Strathclyde police divisional control rooms short term improvements, report 175.2",,June 1976,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/776743677097/master/0e9da621c985bb4f8d0f5fcc29e59b97376cdad744a0c50b4e03899d51566453__pdf_master__v1.pdf,,173,183,933205392404,archive_graphql.records_v1,Internal,Royal College of Art,,,Job 175 | Strathclyde police divisional control rooms short term improvements,https://ddrarchive.org/id/record/933205392404
doc_896818280654_d1b6255c7e2e,896818280654,6dedf90098eca407363386e1777969e758b5c1bf04115714b0242c39dd65fb0b.pdf,,The future of the Department of Design Research memo,,Estimated based on context 1982,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/284165366370/master/6dedf90098eca407363386e1777969e758b5c1bf04115714b0242c39dd65fb0b__pdf_master__v1.pdf,,132,127,873981573030,archive_graphql.records_v1,Internal,Royal College of Art,,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_896818280654_258577d3d6af,896818280654,d0fbd05e13c156bf4f619f1b63eee3892c971bc9d2cf01347c956f1d2919538a.pdf,,Department of Design Research brochure | ~1982,,Estimated based on context 1982,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/284165366370/master/d0fbd05e13c156bf4f619f1b63eee3892c971bc9d2cf01347c956f1d2919538a__pdf_master__v1.pdf,,132,127,873981573030,archive_graphql.records_v1,Internal,Royal College of Art,,,Bruce Archer collection,https://ddrarchive.org/id/record/873981573030
doc_930287260339_ce445a2df63c,930287260339,60fb29b38a97545948b8bb98b2113593da184ed8fb3f209b93baab29eeaeda90.pdf,,Interview with George Mallen,,Unknown,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/930287260339/master/60fb29b38a97545948b8bb98b2113593da184ed8fb3f209b93baab29eeaeda90__pdf_master__v1.pdf,,175,176,113304873833,archive_graphql.records_v1,Internal,Royal College of Art,,,Stephen Boyd Davis DDR oral histories transcripts,https://ddrarchive.org/id/record/113304873833
doc_930287260339_322c1f005201,930287260339,c87f1bd1ae3149158b44d37eb1d104f0835226afa83e0d8e3d6008d12023cf28.pdf,,Interview with Christopher Frayling,,Unknown,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/930287260339/master/c87f1bd1ae3149158b44d37eb1d104f0835226afa83e0d8e3d6008d12023cf28__pdf_master__v1.pdf,,175,176,113304873833,archive_graphql.records_v1,Internal,Royal College of Art,,,Stephen Boyd Davis DDR oral histories transcripts,https://ddrarchive.org/id/record/113304873833
doc_930287260339_1a851d84b5c3,930287260339,ce00db37df0c7050f3612bf48f974e38f836a426bf85591c7a23517533d60e9e.pdf,,Interview with Brian Reffin Smith,,Unknown,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/930287260339/master/ce00db37df0c7050f3612bf48f974e38f836a426bf85591c7a23517533d60e9e__pdf_master__v1.pdf,,175,176,113304873833,archive_graphql.records_v1,Internal,Royal College of Art,,,Stephen Boyd Davis DDR oral histories transcripts,https://ddrarchive.org/id/record/113304873833
doc_930287260339_2bf04341f9ea,930287260339,e0708b71ca1b87e1832d990dbd3df5a7310d8101f33fc87e1587137729a39ef1.pdf,,Interview with Anthony Finkelstein,,Unknown,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/930287260339/master/e0708b71ca1b87e1832d990dbd3df5a7310d8101f33fc87e1587137729a39ef1__pdf_master__v1.pdf,,175,176,113304873833,archive_graphql.records_v1,Internal,Royal College of Art,,,Stephen Boyd Davis DDR oral histories transcripts,https://ddrarchive.org/id/record/113304873833
doc_940221533316_fe59021dd777,940221533316,261638dd1cf86adfce134690404d0568ef48af0e064f56a7121830df2a1ad27f.pdf,,Department of Design Research design game for modelling layout decisions using playing cards,,Circa October 1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/940221533316/master/261638dd1cf86adfce134690404d0568ef48af0e064f56a7121830df2a1ad27f__pdf_master__v1.pdf,,156,154,475236004017,archive_graphql.records_v1,,The Board and Trustees of the Victoria and Albert Museum,,,DDR teaching and learning practice ephemera,https://ddrarchive.org/id/record/475236004017
doc_940221533316_5fcc09789608,940221533316,47ef9cd6984ba9166991a88af84a3cfa14b69e3aa3ad1f352e1f8a85019f4a3a.pdf,,Design simulation exercise for courses in design research,,Circa October 1975,,,,unverified_remote_source,pending,,,turin-phase2a-archive-inventory-v1,corpus_7c84777c4d19,https://archive-media.lon1.digitaloceanspaces.com/ddr-archive/records/940221533316/master/47ef9cd6984ba9166991a88af84a3cfa14b69e3aa3ad1f352e1f8a85019f4a3a__pdf_master__v1.pdf,,156,154,475236004017,archive_graphql.records_v1,,The Board and Trustees of the Victoria and Albert Museum,,,DDR teaching and learning practice ephemera,https://ddrarchive.org/id/record/475236004017
